MFRBlockHz,tf_MedIsi,tf_Entropy,tf_CV2Mean,tf_LvR,Sample,Unit,Cluster
23.35,0.033,6.899,0.62,16.726,18-08-30_YC001_probe1,241,MLI
14.97,0.049,6.624,0.738,17.273,18-08-30_YC001_probe1,258,MLI
93.24,0.007,5.304,0.466,34.026,18-08-30_YC001_probe1,267,Unknown
18.64,0.048,7.182,0.48,8.673,18-08-30_YC001_probe1,288,MLI
16,0.033,6.099,0.965,37.243,18-08-30_YC001_probe1,291,MLI
11.64,0.067,6.977,0.661,12.547,18-08-30_YC001_probe1,292,MLI
11.77,0.063,6.839,0.676,13.386,18-08-30_YC001_probe1,302,MLI
27.51,0.03,6.623,0.513,16.924,18-08-30_YC001_probe1,369,MLI
2.62,0.135,5.924,1.213,23.25,18-08-30_YC001_probe1,396,Gr
48.43,0.009,4.303,0.685,77.102,18-08-30_YC001_probe1,398,GoMF
15.01,0.055,7.053,0.505,8.559,18-08-30_YC001_probe1,399,MLI
24.47,0.037,7.173,0.579,16.792,18-08-30_YC001_probe1,45,MLI
12.06,0.068,6.948,0.61,8.421,18-08-30_YC001_probe1,46,MLI
7.33,0.055,5.999,1.076,27.626,18-08-30_YC001_probe1,48,MLI
10.27,0.065,6.867,0.838,17.094,18-08-30_YC001_probe1,70,MLI
11.47,0.065,7.006,0.778,13.986,18-08-30_YC001_probe1,76,MLI
16.92,0.044,6.767,0.728,19.012,18-08-30_YC001_probe1,78,MLI
15.15,0.046,6.763,0.702,15.846,18-08-30_YC001_probe1,99,MLI
2.21,0.152,5.2,1.1,17.934,18-08-30_YC002_probe1,10,Gr
4.51,0.12,6.048,0.79,26.107,18-08-30_YC002_probe1,103,MLI
25.25,0.027,6.425,0.761,39.484,18-08-30_YC002_probe1,106,MLI
4.58,0.15,6.738,0.853,9.388,18-08-30_YC002_probe1,12,MLI
9.31,0.089,7.029,0.596,6.381,18-08-30_YC002_probe1,123,MLI
7.35,0.101,6.486,0.676,8.197,18-08-30_YC002_probe1,129,MLI
11.26,0.075,6.811,0.763,16.099,18-08-30_YC002_probe1,140,MLI
15.77,0.047,6.782,0.95,40.301,18-08-30_YC002_probe1,144,MLI
21.15,0.029,6.298,0.687,23.013,18-08-30_YC002_probe1,147,MLI
6.44,0.064,5.247,0.832,12.822,18-08-30_YC002_probe1,149,GoMF
22.62,0.029,6.513,1.004,61.462,18-08-30_YC002_probe1,153,GoMF
7.81,0.08,6.145,0.758,10.724,18-08-30_YC002_probe1,157,MLI
10.73,0.045,6.361,0.923,33.882,18-08-30_YC002_probe1,158,MLI
31.52,0.023,6.71,0.778,41.08,18-08-30_YC002_probe1,16,MLI
7.3,0.134,6.517,0.879,10.124,18-08-30_YC002_probe1,163,MLI
11.81,0.063,6.626,0.834,23.021,18-08-30_YC002_probe1,169,MLI
16.54,0.021,5.566,1.01,57.429,18-08-30_YC002_probe1,170,GoMF
7.98,0.1,6.478,0.48,3.431,18-08-30_YC002_probe1,173,MLI
3.52,0.224,6.927,0.713,4.184,18-08-30_YC002_probe1,180,MLI
13.76,0.051,6.56,0.511,7.929,18-08-30_YC002_probe1,22,MLI
10.28,0.031,5.026,1.016,34.707,18-08-30_YC002_probe1,255,GoMF
27.72,0.031,6.977,0.532,14.185,18-08-30_YC002_probe1,26,MLI
4.78,0.151,6.796,0.772,6.325,18-08-30_YC002_probe1,330,MLI
30.79,0.026,7.003,0.768,49.832,18-08-30_YC002_probe1,35,MLI
12.05,0.066,7.043,0.614,10.603,18-08-30_YC002_probe1,36,MLI
77.28,0.008,5.101,0.402,22.992,18-08-30_YC002_probe1,37,Unknown
11.27,0.056,6.653,0.697,16.854,18-08-30_YC002_probe1,72,MLI
8.07,0.079,6.806,0.775,9.464,18-08-30_YC002_probe1,86,MLI
10.69,0.063,6.763,0.95,24.615,18-08-30_YC002_probe1,94,MLI
6.75,0.064,6.121,0.73,12.292,18-08-30_YC002_probe1,95,MLI
15.04,0.051,6.12,1.465,65.158,18-08-31_YC003_probe1,0,GoMF
17.63,0.049,7.041,0.572,15.594,18-08-31_YC003_probe1,101,MLI
3.91,0.117,6.072,0.989,15.58,18-08-31_YC003_probe1,132,MLI
11.85,0.022,3.429,0.644,14.609,18-08-31_YC003_probe1,152,GoMF
8.2,0.078,6.351,0.769,11.322,18-08-31_YC003_probe1,160,MLI
2.96,0.224,6.78,0.938,7.497,18-08-31_YC003_probe1,162,Gr
11.62,0.065,6.937,0.759,14.061,18-08-31_YC003_probe1,169,MLI
23.47,0.034,5.255,0.923,26.012,18-08-31_YC003_probe1,170,GoMF
2.07,0.104,6.241,0.857,10.877,18-08-31_YC003_probe1,173,MLI
17.6,0.048,6.556,0.577,13.036,18-08-31_YC003_probe1,175,MLI
15.79,0.037,6.554,0.981,40.142,18-08-31_YC003_probe1,181,MLI
77.85,0.008,5.419,0.394,22.482,18-08-31_YC003_probe1,184,Unknown
62.17,0.01,4.68,0.412,19.931,18-08-31_YC003_probe1,186,Unknown
14.93,0.039,6.495,0.926,33.433,18-08-31_YC003_probe1,189,MLI
9.5,0.074,6.7,0.87,26.206,18-08-31_YC003_probe1,190,MLI
73.25,0.008,5.337,0.533,35.364,18-08-31_YC003_probe1,194,Unknown
28.66,0.024,6.696,0.744,33.235,18-08-31_YC003_probe1,196,MLI
7.92,0.093,6.73,0.725,9.259,18-08-31_YC003_probe1,208,MLI
5.48,0.119,6.376,0.761,8.42,18-08-31_YC003_probe1,209,MLI
27.74,0.027,6.573,0.716,31.866,18-08-31_YC003_probe1,218,MLI
11.9,0.055,6.282,0.681,12.718,18-08-31_YC003_probe1,222,MLI
9.78,0.076,6.719,0.83,16.364,18-08-31_YC003_probe1,223,MLI
9.68,0.078,6.669,0.71,11.006,18-08-31_YC003_probe1,229,MLI
5.81,0.072,5.761,1.018,24.034,18-08-31_YC003_probe1,230,MLI
29.54,0.025,5.241,0.85,31.314,18-08-31_YC003_probe1,239,GoMF
35.03,0.013,4.666,0.709,36.991,18-08-31_YC003_probe1,295,GoMF
68.49,0.01,5.886,0.607,41.436,18-08-31_YC003_probe1,298,Unknown
18.69,0.02,4.383,0.663,22.486,18-08-31_YC003_probe1,300,GoMF
21.99,0.032,6.487,0.793,32.097,18-08-31_YC003_probe1,332,MLI
15.75,0.04,6.588,0.889,29.062,18-08-31_YC003_probe1,377,MLI
12.52,0.063,6.995,0.712,13.35,18-08-31_YC003_probe1,393,MLI
22.7,0.032,7.074,0.942,85.525,18-08-31_YC003_probe1,54,GoMF
10.42,0.042,5.192,0.785,18.967,18-08-31_YC003_probe1,58,MLI
14.3,0.047,6.742,0.876,26.951,18-08-31_YC003_probe1,641,MLI
21.17,0.042,6.747,0.56,12.649,18-08-31_YC003_probe1,78,MLI
23.88,0.036,6.871,0.494,10.503,18-08-31_YC003_probe1,80,MLI
22.28,0.023,5.919,0.844,42.077,18-08-31_YC003_probe1,81,MLI
37.11,0.014,5.21,0.822,94.357,18-08-31_YC003_probe1,92,GoMF
21.73,0.039,7.034,0.552,16.862,18-08-31_YC003_probe1,97,MLI
10.04,0.077,6.784,0.595,7.512,18-08-31_YC004_probe1,107,MLI
1.72,0.505,6.484,1.315,12.038,18-08-31_YC004_probe1,164,Gr
5.47,0.128,6.609,0.705,6.795,18-08-31_YC004_probe1,22,MLI
28.16,0.018,3.972,0.466,13.29,18-08-31_YC004_probe1,26,Unknown
2.17,0.233,5.889,0.837,4.542,18-08-31_YC004_probe1,65,Gr
8.39,0.087,6.658,0.66,7.277,18-08-31_YC004_probe1,69,MLI
5.82,0.134,6.817,0.63,5.064,18-08-31_YC004_probe1,73,MLI
16.21,0.022,5.08,1.013,79.179,18-08-31_YC004_probe1,74,GoMF
2.81,0.192,6.159,1.141,14.419,18-09-03_YC005_probe1,0,Gr
9.74,0.074,6.43,0.852,13.645,18-09-03_YC005_probe1,107,MLI
18.22,0.035,5.615,0.785,33.97,18-09-03_YC005_probe1,130,MLI
6.87,0.103,6.733,0.656,6.519,18-09-03_YC005_probe1,133,MLI
10.27,0.068,6.562,0.733,12.045,18-09-03_YC005_probe1,150,MLI
9.97,0.066,6.466,0.821,15.21,18-09-03_YC005_probe1,210,MLI
10.6,0.037,5.567,0.94,21.715,18-09-03_YC005_probe1,35,GoMF
25.82,0.016,3.332,0.485,16.565,18-09-03_YC005_probe1,37,Unknown
0.97,0.311,5.213,1.046,6.508,18-09-03_YC005_probe1,50,Gr
15.79,0.021,4.409,0.83,35.148,18-09-03_YC006_probe1,104,GoMF
90.49,0.005,3.515,0.234,11.765,18-09-03_YC006_probe1,119,Unknown
32.64,0.026,6.469,0.644,25.985,18-09-03_YC006_probe1,159,MLI
0.97,0.137,4.615,1.429,37.779,18-09-03_YC006_probe1,19,GoMF
0.94,0.142,4.686,1.456,36.285,18-09-03_YC006_probe1,20,GoMF
21.36,0.035,6.502,0.588,19.02,18-09-03_YC006_probe1,225,MLI
22.82,0.034,6.837,0.783,41.477,18-09-03_YC006_probe1,31,MLI
1.92,0.053,4.396,1.107,44.825,18-09-03_YC006_probe1,373,GoMF
22.2,0.029,6.791,0.823,35.292,18-09-03_YC006_probe1,388,MLI
10.07,0.08,6.726,1.143,41.19,18-09-03_YC006_probe1,41,GoMF
53.91,0.013,5.296,0.392,16.788,18-09-03_YC006_probe1,62,Unknown
4,0.126,5.177,0.78,6.437,18-09-03_YC006_probe1,66,GoMF
11.62,0.069,7.037,0.831,18.238,18-09-03_YC006_probe1,8,MLI
4.33,0.085,5.01,0.898,11.987,18-09-03_YC006_probe1,82,GoMF
4.13,0.087,4.765,0.915,12.278,18-09-03_YC006_probe1,83,GoMF
22.97,0.019,5.285,0.909,78.473,18-09-03_YC006_probe1,86,GoMF
47.32,0.015,6.261,0.774,55.197,18-09-03_YC006_probe1,98,MLI
15.85,0.053,6.773,0.776,19.295,19-12-13_YC007_probe1,84,MLI
5.2,0.161,6.461,0.433,2.201,18-12-13_YC008_probe1,120,MLI
9.05,0.067,6.338,1.212,48.132,18-12-13_YC008_probe1,134,GoMF
11.67,0.061,6.822,0.629,11.038,18-12-13_YC008_probe1,149,MLI
27.69,0.023,6.147,0.627,36.556,18-12-13_YC008_probe1,152,MLI
23.48,0.031,5.894,0.425,9.86,18-12-13_YC008_probe1,170,MLI
3.11,0.236,6.958,0.928,7.55,18-12-13_YC008_probe1,184,Gr
6.8,0.102,5.791,0.544,4.114,18-12-13_YC008_probe1,196,MLI
36.77,0.021,6.918,0.782,45.122,18-12-13_YC008_probe1,240,MLI
85.39,0.008,4.409,0.327,18.291,18-12-13_YC008_probe1,243,Unknown
43.73,0.012,5.147,0.748,81.585,18-12-13_YC008_probe1,244,GoMF
20.07,0.033,6.706,0.921,35.445,18-12-13_YC008_probe1,247,MLI
17.2,0.048,6.578,0.676,14.979,18-12-13_YC008_probe1,248,MLI
28.05,0.027,5.671,0.528,16.573,18-12-13_YC008_probe1,272,MLI
123.99,0.007,4.324,0.232,13.668,18-12-13_YC008_probe1,278,Unknown
12.86,0.072,7.183,0.494,5.912,18-12-13_YC008_probe1,28,MLI
4.97,0.109,5.97,0.89,10.937,18-12-13_YC008_probe1,30,MLI
24.12,0.032,6.905,0.751,27.829,18-12-13_YC008_probe1,329,MLI
28.5,0.025,6.709,0.714,31.33,18-12-13_YC008_probe1,344,MLI
4.46,0.137,5.957,0.669,5.247,18-12-13_YC008_probe1,376,MLI
10.39,0.035,5.656,1.011,48.606,18-12-13_YC008_probe1,42,GoMF
17.12,0.049,6.92,0.574,11.547,18-12-13_YC008_probe1,49,MLI
8.38,0.082,6.741,0.726,9.917,18-12-13_YC008_probe1,54,MLI
21.37,0.04,6.06,0.808,25.821,18-12-13_YC008_probe1,81,MLI
12.14,0.064,6.727,0.661,13.919,18-12-13_YC008_probe1,95,MLI
14.37,0.053,6.913,0.646,12.045,18-12-17_YC009_probe1,103,MLI
6.46,0.086,5.924,0.836,13.09,18-12-17_YC009_probe1,105,MLI
2.78,0.28,6.106,0.92,5.919,18-12-17_YC009_probe1,110,Gr
48.56,0.009,6.439,1.028,119.646,18-12-17_YC009_probe1,111,GoMF
39.52,0.012,5.661,0.703,52.958,18-12-17_YC009_probe1,113,MLI
13.36,0.059,5.917,0.71,12.953,18-12-17_YC009_probe1,124,MLI
0.25,0.265,5.668,0.94,6.258,18-12-17_YC009_probe1,126,Gr
46.67,0.019,6.635,0.748,40.489,18-12-17_YC009_probe1,127,MLI
4.52,0.138,6.567,0.985,13.349,18-12-17_YC009_probe1,129,MLI
14.37,0.051,6.671,0.694,15.221,18-12-17_YC009_probe1,13,MLI
15.57,0.041,6.691,0.928,32.905,18-12-17_YC009_probe1,139,MLI
7.43,0.096,5.965,0.68,8.465,18-12-17_YC009_probe1,14,MLI
16.8,0.038,6.603,0.694,22.265,18-12-17_YC009_probe1,17,MLI
19.56,0.037,6.831,0.822,28.834,18-12-17_YC009_probe1,180,MLI
30.34,0.025,6.323,0.574,19.03,18-12-17_YC009_probe1,215,MLI
40.1,0.012,4.654,0.592,41.023,18-12-17_YC009_probe1,22,Unknown
7.75,0.1,6.871,0.7,7.705,18-12-17_YC009_probe1,234,MLI
14.15,0.05,6.677,0.649,14.163,18-12-17_YC009_probe1,240,MLI
13.56,0.049,6.699,0.644,19.358,18-12-17_YC009_probe1,25,MLI
17.78,0.02,5.487,0.953,78.803,18-12-17_YC009_probe1,26,GoMF
11.83,0.053,6.463,0.657,11.657,18-12-17_YC009_probe1,272,MLI
17.83,0.038,6.638,0.99,51.314,18-12-17_YC009_probe1,280,GoMF
40.59,0.018,6.607,0.636,39.708,18-12-17_YC009_probe1,281,MLI
14.25,0.057,6.972,0.571,9.423,18-12-17_YC009_probe1,283,MLI
13.38,0.029,5.454,0.823,33.078,18-12-17_YC009_probe1,286,GoMF
2.98,0.2,6.406,0.947,9.678,18-12-17_YC009_probe1,287,Gr
30.63,0.021,6.194,0.68,37.495,18-12-17_YC009_probe1,288,MLI
7.09,0.079,6.485,0.751,12.44,18-12-17_YC009_probe1,29,MLI
17.22,0.047,6.82,0.567,11.248,18-12-17_YC009_probe1,290,MLI
60.42,0.021,5.615,0.742,31.263,18-12-17_YC009_probe1,311,Unknown
43.1,0.013,5.758,0.606,32.603,18-12-17_YC009_probe1,329,MLI
24.12,0.027,6.24,0.631,21.129,18-12-17_YC009_probe1,336,MLI
35.54,0.014,4.657,0.608,27.235,18-12-17_YC009_probe1,352,Unknown
14.14,0.029,4.677,0.758,28.202,18-12-17_YC009_probe1,364,GoMF
7.12,0.07,5.287,0.725,12.603,18-12-17_YC009_probe1,373,MLI
28.91,0.021,6.502,0.853,51.67,18-12-17_YC009_probe1,39,MLI
82.87,0.008,5.957,0.557,43.213,18-12-17_YC009_probe1,487,Unknown
87.92,0.008,4.499,0.456,31.333,18-12-17_YC009_probe1,501,Unknown
42.13,0.018,6.301,0.51,19.223,18-12-17_YC009_probe1,566,MLI
35.5,0.016,5.375,0.633,26.939,18-12-17_YC009_probe1,570,MLI
59.06,0.01,4.975,0.324,15.429,18-12-17_YC009_probe1,590,Unknown
25.51,0.025,6.617,0.826,41.146,18-12-17_YC009_probe1,594,MLI
28.23,0.026,6.756,0.687,30.531,18-12-17_YC009_probe1,611,MLI
41.27,0.015,5.356,0.581,25.756,18-12-17_YC009_probe1,617,MLI
26.08,0.022,4.767,0.502,14.035,18-12-17_YC009_probe1,627,Unknown
7.01,0.108,6.815,0.86,18.11,18-12-17_YC009_probe1,65,MLI
8.24,0.08,6.561,0.914,16.875,18-12-17_YC009_probe1,75,MLI
22.75,0.031,6.741,0.749,29.231,18-12-17_YC009_probe1,88,MLI
19.66,0.596,5.525,0.957,4.849,18-12-17_YC009_probe1,94,Gr
21.32,0.025,5.618,0.975,64.521,18-12-17_YC009_probe1,95,GoMF
12.1,0.079,6.538,0.227,1.138,18-12-17_YC010_probe1,102,MLI
25.7,0.024,6,0.819,40.302,18-12-17_YC010_probe1,113,MLI
10.25,0.085,6.675,0.521,7.921,18-12-17_YC010_probe1,191,MLI
36.53,0.019,6.308,0.774,50.463,18-12-17_YC010_probe1,193,MLI
10.27,0.073,5.912,0.377,2.784,18-12-17_YC010_probe1,2,MLI
43.72,0.017,6.647,0.807,66.127,18-12-17_YC010_probe1,272,GoMF
6.03,0.121,6.602,0.664,5.747,18-12-17_YC010_probe1,297,MLI
28.08,0.019,6.285,0.961,64.123,18-12-17_YC010_probe1,314,GoMF
30.8,0.022,6.021,0.661,25.599,18-12-17_YC010_probe1,402,MLI
10.07,0.087,6.379,0.552,4.604,18-12-17_YC010_probe1,50,MLI
14.19,0.071,5.947,0.633,7.571,18-12-17_YC010_probe1,86,MLI
4.29,0.197,6.88,0.525,2.491,18-12-17_YC010_probe1,97,MLI
2.68,0.035,3.373,0.799,10.109,18-12-17_YC010_probe1,99,GoMF
8.08,0.054,5.074,0.822,12.783,18-12-18_YC010_probe1,0,GoMF
2.34,0.181,5.436,0.9,6.68,18-12-18_YC010_probe1,1,Gr
5.77,0.139,6.788,0.711,5.869,18-12-18_YC010_probe1,163,MLI
14.72,0.053,6.232,0.457,5.435,18-12-18_YC010_probe1,174,MLI
3.63,0.024,4.019,1.174,57.447,18-12-18_YC010_probe1,2,GoMF
1.4,0.218,4.769,0.958,7.233,18-12-18_YC010_probe1,22,Gr
83.53,0.009,5.266,0.344,17.8,18-12-18_YC010_probe1,310,Unknown
43.84,0.015,6.742,0.879,69.975,18-12-18_YC010_probe1,34,GoMF
6.22,0.083,5.617,0.586,5.309,18-12-18_YC010_probe1,76,MLI
27.72,0.026,6.103,0.511,11.484,18-12-18_YC010_probe1,77,MLI
6.13,0.121,6.58,0.57,4.091,18-12-18_YC010_probe1,79,MLI
36.18,0.021,6.548,0.977,120.929,19-01-16_YC011_probe1,154,GoMF
8.63,0.088,6.49,0.491,3.836,19-01-16_YC011_probe1,36,MLI
4.49,0.139,6.69,0.883,10.333,19-01-16_YC011_probe1,39,MLI
8.31,0.105,6.066,0.57,3.878,19-01-16_YC011_probe1,49,MLI
21.11,0.037,6.783,0.672,24.936,19-01-16_YC011_probe1,53,MLI
9.64,0.063,6.139,0.805,17.848,19-01-16_YC011_probe1,55,MLI
4.48,0.176,7.011,0.8,6.654,19-01-16_YC011_probe1,67,MLI
17.7,0.048,6.7,0.786,19.22,19-01-16_YC011_probe1,78,MLI
19.31,0.032,6.578,0.785,28.247,19-01-16_YC011_probe1,85,MLI
20.88,0.032,6.677,0.72,21.982,19-01-16_YC011_probe1,87,MLI
41.79,0.017,6.361,0.934,85.548,19-01-23_YC012_probe1,246,GoMF
33.53,0.012,5.798,0.852,76.639,19-01-23_YC012_probe1,824,GoMF
5.32,0.048,4.841,1.142,44.337,19-01-23_YC012_probe1,928,GoMF
19.34,0.044,7.03,0.483,8.762,19-01-23_YC013_probe1,21,MLI
5.66,0.112,6.303,0.675,5.812,19-01-23_YC013_probe1,336,MLI
9.82,0.056,5.79,0.752,13.077,19-01-23_YC013_probe1,44,MLI
10.54,0.028,4.307,1.085,66.162,19-01-24_YC012_probe1,168,GoMF
4.42,0.095,5.123,0.868,15.957,19-01-24_YC012_probe1,304,GoMF
47.84,0.008,5.303,0.806,100.634,19-01-24_YC012_probe1,547,GoMF
18.6,0.043,6.669,0.722,25.903,19-01-24_YC012_probe1,554,MLI
18.99,0.014,4.66,0.82,65.956,19-01-24_YC012_probe1,558,GoMF
13.02,0.046,6.218,0.862,35.802,19-01-24_YC012_probe1,563,MLI
8.59,0.029,4.378,0.895,39.041,19-01-24_YC012_probe1,898,GoMF
11.96,0.068,6.762,0.539,6.632,19-01-24_YC013_probe1,27,MLI
2.13,0.213,5.862,0.902,4.817,19-01-24_YC013_probe1,30,Gr
8.4,0.084,6.745,0.635,7.007,19-01-24_YC013_probe1,38,MLI
3.36,0.174,6.183,0.826,4.895,19-01-24_YC013_probe1,46,Gr
14.01,0.078,6.931,0.723,10.998,19-01-24_YC013_probe1,51,MLI
20.9,0.04,7.069,0.579,13.219,19-01-24_YC013_probe1,58,MLI
43.12,0.021,5.691,0.462,12.083,19-01-24_YC013_probe1,59,Unknown
4.29,0.162,4.708,1.696,28.328,19-01-24_YC013_probe1,651,GoMF
19.1,0.045,7.073,0.529,10.023,19-01-24_YC013_probe1,7,MLI
19.05,0.046,7.05,0.512,8.651,19-01-24_YC013_probe1,71,MLI
28.67,0.028,6.833,0.471,12.823,19-08-14_YC015_probe1,23,MLI
16.46,0.045,6.754,0.603,12.622,19-08-14_YC015_probe1,27,MLI
11.38,0.072,6.748,0.698,12.233,19-08-14_YC015_probe1,31,MLI
21.49,0.037,6.901,0.491,10.427,19-08-14_YC015_probe1,34,MLI
12.4,0.042,6.013,0.7,16.717,19-08-14_YC015_probe1,53,MLI
7.3,0.107,6.729,0.622,6.254,19-08-14_YC015_probe2,56,MLI
17.96,0.044,5.887,0.574,11.741,19-08-14_YC015_probe1,60,MLI
27.38,0.028,6.675,0.492,12.995,19-08-14_YC015_probe2,63,MLI
7.96,0.066,5.961,0.835,12.7,19-08-14_YC015_probe2,68,MLI
16.09,0.036,5.394,0.655,14.376,19-08-14_YC015_probe2,72,MLI
37.78,0.021,6.428,0.545,21.052,19-08-14_YC015_probe2,73,MLI
43.39,0.014,6.346,0.746,56.09,19-08-14_YC015_probe1,98,MLI
30.13,0.029,6.827,0.642,23.327,19-08-14_YC015_probe2,129,MLI
9.25,0.043,5.67,0.741,15.374,19-08-14_YC015_probe1,133,MLI
88.36,0.011,5.203,0.471,27.614,19-08-14_YC015_probe2,142,Unknown
17.48,0.048,5.777,0.287,2.724,19-08-14_YC015_probe2,172,MLI
10.52,0.078,5.796,0.426,3.368,19-08-14_YC015_probe2,190,MLI
17.64,0.044,6.449,0.507,9.116,19-08-14_YC015_probe2,237,MLI
17.04,0.037,6.252,0.867,34.759,19-08-14_YC015_probe2,281,MLI
11.48,0.065,6.494,0.681,13.242,19-08-14_YC015_probe2,283,MLI
15.47,0.045,6.784,0.586,13.634,19-08-14_YC015_probe1,313,MLI
20.08,0.044,7.137,0.565,12.834,19-08-14_YC015_probe2,331,MLI
24.33,0.024,6.022,1.09,127.191,19-08-14_YC015_probe1,351,GoMF
20.63,0.039,6.66,0.56,18.195,19-08-14_YC015_probe1,363,MLI
8.24,0.078,6.601,0.745,11.322,19-08-14_YC015_probe1,381,MLI
24.62,0.025,5.368,0.642,25.421,19-08-14_YC015_probe2,439,MLI
32.93,0.024,6.018,0.53,17.586,19-08-14_YC015_probe2,440,MLI
16.47,0.036,6.112,0.99,65.465,19-08-14_YC015_probe2,452,GoMF
28.41,0.029,6.898,0.544,14.98,19-08-14_YC015_probe2,521,MLI
25.71,0.024,6.078,0.738,36.503,19-08-14_YC015_probe2,641,MLI
31.88,0.014,5.789,0.972,97.85,19-08-14_YC015_probe2,642,GoMF
23.87,0.019,5.071,1.566,117.505,19-08-14_YC015_probe2,643,GoMF
7.3,0.066,5.803,0.855,13.752,19-08-14_YC015_probe2,652,MLI
13.42,0.054,6.555,0.799,25.021,19-08-14_YC015_probe2,658,MLI
20.1,0.032,5.804,0.71,23.758,19-08-14_YC015_probe2,663,MLI
2.14,0.379,7.114,0.914,5.197,19-08-14_YC015_probe2,680,Gr
12.01,0.055,5.926,0.63,9.17,19-08-14_YC015_probe2,741,MLI
32.4,0.022,6.205,0.418,12.305,19-08-14_YC015_probe2,774,MLI
30.78,0.028,6.905,0.802,44.41,19-08-14_YC015_probe1,846,MLI
23.89,0.017,5.398,0.975,87.359,19-08-14_YC015_probe1,847,GoMF
23.09,0.03,5.65,0.563,16.834,19-08-14_YC015_probe1,848,MLI
16.23,0.028,6.013,0.986,67.666,19-08-14_YC015_probe1,850,GoMF
23.68,0.012,5.077,0.942,90.098,19-08-14_YC015_probe1,851,GoMF
6.53,0.053,5.172,1.047,40.48,19-08-14_YC015_probe1,864,GoMF
10.27,0.061,6.329,0.814,24.084,19-08-14_YC015_probe1,867,MLI
3.25,0.21,5.545,0.797,4.373,19-08-14_YC015_probe2,874,MLI
5.73,0.113,6.314,1.183,35.504,19-08-14_YC015_probe1,882,GoMF
1.78,0.457,7.118,0.94,5.164,19-08-14_YC015_probe1,912,Gr
12.65,0.052,6.513,0.683,13.154,19-08-14_YC015_probe1,921,MLI
16.64,0.04,6.396,0.797,24.796,19-08-14_YC015_probe2,931,MLI
25.14,0.023,6.524,0.825,44.871,19-08-14_YC015_probe1,934,MLI
8.2,0.05,5.59,0.844,17.995,19-08-14_YC015_probe1,975,MLI
7.81,0.013,4.254,0.622,25.208,19-08-14_YC016_probe1,1020,GoMF
14.78,0.034,5.168,0.818,36.149,19-08-14_YC016_probe1,1058,GoMF
26.14,0.018,5.698,0.735,37.707,19-08-14_YC016_probe1,134,MLI
7.24,0.102,6.882,0.897,14.375,19-08-14_YC016_probe1,136,MLI
26.3,0.027,6.19,0.602,17.667,19-08-14_YC016_probe2,0,MLI
12.33,0.003,2.891,0.905,43.125,19-08-14_YC016_probe1,162,GoMF
25.57,0.018,5.651,0.797,46.974,19-08-14_YC016_probe1,19,MLI
4.2,0.19,6.4,0.713,4.578,19-08-14_YC016_probe1,210,MLI
2.11,0.317,6.71,0.958,6.176,19-08-14_YC016_probe2,18,Gr
11.26,0.058,6.427,0.625,8.738,19-08-14_YC016_probe1,214,MLI
11.51,0.019,4.88,0.96,45.187,19-08-14_YC016_probe1,276,GoMF
16.09,0.026,5.465,0.639,19.055,19-08-14_YC016_probe1,292,MLI
7.33,0.063,6.134,0.963,21.726,19-08-14_YC016_probe1,296,MLI
6.02,0.057,5.443,1.079,28.344,19-08-14_YC016_probe1,299,GoMF
19.69,0.034,6.353,0.828,35.377,19-08-14_YC016_probe1,470,MLI
15.68,0.04,6.463,0.688,17.62,19-08-14_YC016_probe1,49,MLI
34.93,0.017,5.731,0.668,33.971,19-08-14_YC016_probe1,490,MLI
8.4,0.089,6.374,0.534,4.971,19-08-14_YC016_probe1,493,MLI
13.2,0.039,6.011,0.871,37.372,19-08-14_YC016_probe1,497,MLI
38.76,0.015,5.9,0.705,53.375,19-08-14_YC016_probe1,511,MLI
12.2,0.058,6.521,0.728,15.19,19-08-14_YC016_probe1,526,MLI
12.72,0.039,5.735,0.905,45.401,19-08-14_YC016_probe1,529,GoMF
18.93,0.036,6.501,0.692,22.578,19-08-14_YC016_probe1,540,MLI
12.18,0.044,6.315,0.939,29.08,19-08-14_YC016_probe1,772,MLI
39.77,0.016,5.2,0.53,23.345,19-08-14_YC016_probe2,26,MLI
4.95,0.094,5.845,0.806,8.946,19-08-14_YC016_probe1,871,MLI
14.93,0.035,6.059,0.872,36.974,19-08-14_YC016_probe1,904,MLI
18.2,0.033,6.277,0.891,41.79,19-08-14_YC016_probe1,906,MLI
20.63,0.035,6.639,0.795,26.167,19-08-14_YC016_probe1,927,MLI
6.65,0.051,5.292,0.887,26.565,19-08-14_YC016_probe1,944,GoMF
7.01,0.102,6.613,0.939,15.849,19-08-14_YC016_probe1,95,MLI
55.79,0.009,5.437,0.775,66.005,19-08-14_YC016_probe1,972,GoMF
15.06,0.017,4.573,0.817,45.315,19-08-14_YC016_probe1,99,GoMF
48.49,0.014,5.278,0.562,25.853,19-08-14_YC016_probe2,69,Unknown
23.68,0.032,6.158,0.6,17.183,19-08-14_YC016_probe2,135,MLI
7.77,0.092,5.762,0.566,5.783,19-08-14_YC016_probe2,136,MLI
18.53,0.042,6.469,0.631,17.111,19-08-14_YC016_probe2,166,MLI
28.23,0.024,6.107,0.925,63.762,19-08-14_YC016_probe2,167,GoMF
5.45,0.123,6.651,0.795,9.823,19-08-14_YC016_probe2,171,MLI
21.69,0.036,6.379,0.672,21.344,19-08-14_YC016_probe2,173,MLI
11.89,0.049,5.982,0.742,17.299,19-08-14_YC016_probe2,178,MLI
